name 	type 	id 	prop1 	prop1_val 	prop2 	prop2_val 	element 	elem_val 	contribute 	sellprice 	equippos 	level 	BuyingPrice 	SellingPrice 	ItemDescription 	unk1 	unk2 	unk3 	unk4 	unk5 	unk6 	unk9 	unk10 	unk11 	unk12 	unk13 	unk14 	unk15 	unk16
Kiếm Ðoạn Hải 	2	11031	210	26	214	3	0	-100	1	26	3	108	479000	26	được truyền nhập từ phương Ðông	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiếmLangVương	2	11032	210	27	214	3	0	-100	1	27	3	111	623000	27	Kiếm quýcủa Hung Nô Ðơn Như	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Quân Tử 	2	11033	210	28	214	3	0	-100	1	28	3	114	810000	28	Kiếm của Danh tướng Trương Lương	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm ThanhCông 	2	11034	210	29	214	3	0	-100	1	29	3	117	1050000	29	Bảo kiếm rất lợi hại	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Ỷ Thiên 	2	11035	210	30	214	4	0	-100	1	30	3	120	1360000	30	Tào Tháo tự chế ra,vô cùng sắt bén	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Tần Hoàng 	2	11036	210	31	214	4	0	-100	1	31	3	123	1780000	31	Trường kiếm của Tần Thủy Hoàng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xà Kiếm 	2	11037	210	32	214	4	0	-100	1	32	3	126	2310000	32	Kiếm được trang trí bởi đầu rắn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Cực Tinh 	2	11038	210	33	214	4	0	-100	1	33	3	129	3000000	33	Kiếm được trang trí hình Bắc Ðẩu tinh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiếmsángThiên	2	11039	210	34	214	4	0	-100	1	34	3	132	3910000	34	Kiếm làm từ đá ở Tây Thiên	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Kiếm Hoàng Ðế 	2	11040	210	35	214	4	0	-100	1	35	3	135	5080000	35	Kiếm được Hoàng Ðế sử dụng	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Kiếm Phục Hy 	2	11041	210	36	214	4	0	-100	1	36	3	138	6610000	36	Kiếm được Phục Hy sử dụng	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Kiếm Phá Ðịa 	2	11042	210	8	214	1	1	1	1	8	3	30	0	8	Kiếm luyện từ khoáng thạch ngàn năm	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiếmKíchNguyệt	2	11043	210	8	214	1	2	1	1	8	3	30	0	8	Loại kiếm phát ra ánh sáng rất trong	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Hạn Nhật 	2	11044	210	8	214	1	3	1	1	8	3	30	0	8	Loại kiếm có ánh sáng như ánh mặt trời	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm TrảmPhong 	2	11045	210	8	214	1	4	1	1	8	3	30	0	8	Kiếm này chỉ cao Thủ mới sử dụng được	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Hộ Mệnh 	2	11046	210	20	214	7	0	-100	1	23	3	30	0	23	Trang bị tinh luyện bởi Ðoàn người hộ Vệ	0	0	0	0	127	0	0	0	0	0	0	0	6	0
Kiếm Mật thạch 	2	11047	210	15	214	2	1	2	1	15	3	65	0	15	sắc mực nặng lập qua lập lại tạo thành	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Tử Văn 	2	11048	210	15	214	2	2	2	1	15	3	65	0	15	sắc bén nhấp nháy màu tím sáng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Thừa Diêm 	2	11049	210	15	214	2	3	2	1	15	3	65	0	15	cho Hán triều Hỏa Ðức bất diệt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Liệt Vân 	2	11050	210	15	214	2	4	2	1	15	3	65	0	15	Dùng để chiến Ðấu mau và ác	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiếmTùngNghiêm	2	11051	210	18	214	3	1	2	1	18	3	80	0	18	tay cầm bằng gỗ Tùng,rất quý hiếm	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Trực Văn 	2	11052	210	18	214	3	2	2	1	18	3	80	0	18	Có trang Ðiểm Hoa Văn Ðại Biểu Hải triều	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Diêm Xích 	2	11053	210	18	214	3	3	2	1	18	3	80	0	18	Cây kiếm dài phát ra sát khí ép người	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm BiêuPhong	2	11054	210	18	214	3	4	2	1	18	3	80	0	18	Loại chiến kiếm thích hợp cho chém giết	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thạch Kiếm 	2	11056	210	22	214	3	1	2	1	22	3	96	0	22	Bảo kiếm sau Bao lần rèn đúc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Long Kiếm 	2	11057	210	22	214	3	2	2	1	22	3	96	0	22	Vũ khí cao cấp khắc hình rồng xanh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nguyệt Kiếm 	2	11058	210	22	214	3	3	2	1	22	3	96	0	22	Kiếm lực sát thương lớn,hùng hậu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thương Kiếm 	2	11059	210	22	214	3	4	2	1	22	3	96	0	22	Kiếm thuật cao thủ,như gió bão 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiếm Càn Lan	2	11060	212	36	214	-4	1	3	1	24	3	102	0	24	Bảo kiếm của Càng Khôn Thâm La 	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm Khổ Dao	2	11061	212	36	214	-4	2	3	1	24	3	102	0	24	Bảo kiếm sắc bén đúc bằng nước hồ Dao	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm Ðằng Kim	2	11062	212	36	214	-4	3	3	1	24	3	102	0	24	Bảo kiếm sắc bén đúc bằng vàng thật	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm Ngũ Vân	2	11063	212	36	214	-4	4	3	1	24	3	102	0	24	Bảo kiếm tạo ra bằng ngũ sắc thể vân	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm Kim Ðồng	2	11064	210	12	214	2	5	1	1	6	3	15	0	1	Kiếm Kim Ðồng dùng,1 cặp với Ngọc Nữ	0	0	0	0	77	0	0	0	0	0	0	0	0	0
Kiếm Ngọc Nữ 	2	11065	210	12	214	2	5	1	1	6	3	15	0	1	Kiếm Ngọc Nữ sử dụng,1đôi với Kim Ðồng	0	0	0	0	77	0	0	0	0	0	0	0	0	0
Bạch Xà Nô	2	11066	212	31	214	4	0	-100	1	25	3	50	0	1	Kiếm của Lưu Bang dùng để chém bạch xà	0	0	41	0	8	0	10	0	0	0	0	0	0	0
Ngụy thành hồng kiếm	2	11067	210	36	0	0	5	1	1	25	3	120	0	0	Bảo kiếm mà người nào đó mô phỏng ngoại hình thanh hồng kiếm để đúc thành	0	0	42	0	8	0	12	0	0	0	0	0	21	0
Ngự tứ viêm hán kiếm	2	11068	210	25	211	3	0	-100	1	18	3	80	0	0	Bảo kiếm đồng xanh mà Thiên tử ban cho triều thần có công	0	0	0	0	8	0	0	0	18000	0	0	0	32	0
Thanh tình kiếm	2	11069	210	50	0	0	5	2	1	26	3	160	0	0	Nghe nói là bảo kiếm thần bí mà Ðỗ Lỗ Ni đạt được từ 1 tiểu đảo	0	0	0	0	8	0	0	0	0	0	0	0	39	0
Thần kiếm hiên viên	2	11070	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm của hoàng đế Hiên Viên thị	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Họa ảnh đằng khống	2	11071	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm của Chuyên Hạng	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thần kiếm vũ	2	11072	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm của Ðại Vũ	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thần kiếm khởi	2	11073	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm của Khởi	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thần kiếm thái khang	2	11074	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm của Thái Khang	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thần kiếm hiệp	2	11075	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm của Khổng Giáp	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thần kiếm định quang	2	11076	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm của Thái Giáp	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thần kiếm chiếu đảm	2	11077	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm của Vũ Ðinh	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thần kiếm hàm quang	2	11078	0	0	0	0	0	-100	1	32	3	200	0	0	Người có thần kiếm hàm quang có thể phục đại quân	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thần kiếm thừa ảnh	2	11079	0	0	0	0	0	-100	1	32	3	200	0	0	Người có thần kiếm thừa ảnh có thể bình đại quân	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thầnkiếm tích luyện 	2	11080	0	0	0	0	0	-100	1	32	3	200	0	0	Người có thần kiếm tích luyện có thể định đại quân	0	0	0	1	8	0	0	0	0	0	0	0	0	0
ChấnNhạcThượngPhương	2	11081	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là thần kiếm dùng để trấn áp Ngũ Nhạc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm côn ngô	2	11082	0	0	0	0	0	-100	1	32	3	200	0	0	Kiếm này chém ngọc như chém bùn	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Tuấn	2	11083	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là bảo kiếm triều Chu lưu truyền lại	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm can tướng	2	11084	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là hùng kiếm trong thư hùng kiếm mà Can tướng đúc tạo	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm mạc tà	2	11085	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là hùng kiếm trong thư hùng kiếm mà Can tướng đúc tạo	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm trạm lô	2	11086	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những ngũ kiếm do đại sư Âu Trị Tử đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm thuần quân	2	11087	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những ngũ kiếm do đại sư Âu Trị Tử đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm thắng tà	2	11088	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những ngũ kiếm do đại sư Âu Trị Tử đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm ngư tràng	2	11089	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những ngũ kiếm do đại sư Âu Trị Tử đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm cự khuyết	2	11090	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những ngũ kiếm do đại sư Âu Trị Tử đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm yểm nhật	2	11091	0	0	0	0	2	5	1	32	3	200	0	0	Nghe nói là 1 trong những bát kiếm dùng để tế cúng thần Côn Ngô	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm đoạn thủy	2	11092	0	0	0	0	1	5	1	32	3	200	0	0	Nghe nói là 1 trong những bát kiếm dùng để tế cúng thần Côn Ngô	0	0	0	1	8	0	0	0	0	0	0	0	0	0
BảoKiếmChuyểnPhách	2	11093	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những bát kiếm dùng để tế cúng thần Côn Ngô	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm huyền tiễn	2	11094	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những bát kiếm dùng để tế cúng thần Côn Ngô	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm kinh nghê 	2	11095	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những bát kiếm dùng để tế cúng thần Côn Ngô	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm diệt hồn	2	11096	0	0	0	0	3	5	1	32	3	200	0	0	Nghe nói là 1 trong những bát kiếm dùng để tế cúng thần Côn Ngô	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm khước tà	2	11097	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những bát kiếm dùng để tế cúng thần Côn Ngô	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm chân cang	2	11098	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những bát kiếm dùng để tế cúng thần Côn Ngô	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm long uyên	2	11099	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong những ngũ kiếm do Can Tướng và đại sư Âu Trị Tử đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Giới	2	11100	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là bảo kiếm lưu truyền từ thời Chiến quốc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm thái a	2	11101	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là bảo kiếm lưu truyền từ thời Chiến quốc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm công bố	2	11102	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là bảo kiếm lưu truyền từ thời Chiến quốc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm định tần	2	11103	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là bảo kiếm của Tần Thủy Hoàng	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Bảo kiếm xích tiêu	2	11104	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là bảo kiếm của Lưu Bang dùng trảm sát bạch xà	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm thần quy	2	11105	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là danh kiếm lưu lại từ thời Hán triều	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm bát phục	2	11106	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm có khắc 2 chữ Bát phục	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm mậu lăng	2	11107	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là danh kiếm người khu Mậu Lăng tấn cống	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Mao	2	11108	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong song kiếm Hán triều lưu lại	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Quý	2	11109	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là 1 trong song kiếm Hán triều lưu lại	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Diễn	2	11110	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm có khắc chữ Diễn	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thừathằngvạnlýphục	2	11111	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là danh kiếm dùng đá ngũ sắc nung đúc thành	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm canh quốc	2	11112	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm có khắc 2 chữ Canh Quốc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm tú bá	2	11113	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm có khắc 2 cưữ Tú Bá	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm ngọc cụ	2	11114	0	0	0	0	0	-100	1	32	3	200	0	0	Nghe nói là danh kiếm của Phùng Dị đại phá quân Xích My	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm long thải	2	11115	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm khắc 2 chữ Long Thải	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm an hán	2	11116	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm khắc 2 chữ An Hán	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm trung hưng	2	11117	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm khắc 2 chữ Trung Hưng	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm phi tinh	2	11118	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 3 danh kiếm mà Tào Phi lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm lưu thái	2	11119	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 3 danh kiếm mà Tào Phi lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm hoa đĩnh	2	11120	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 3 danh kiếm mà Tào Phi lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm bạch hồng	2	11121	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 6 danh kiếm mà Tôn Quyền lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm tử điện	2	11122	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 6 danh kiếm mà Tôn Quyền lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm tịch tà 	2	11123	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 6 danh kiếm mà Tôn Quyền lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm lưu tinh	2	11124	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 6 danh kiếm mà Tôn Quyền lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm thanh minh	2	11125	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 6 danh kiếm mà Tôn Quyền lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm bách lý	2	11126	0	0	0	0	0	-100	1	32	3	200	0	0	Là 1 trong 6 danh kiếm mà Tôn Quyền lệnh cho người đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm đại ngô	2	11127	0	0	0	0	0	-100	1	32	3	200	0	0	Danh kiếm Tôn Quyền lệnh cho thợ đúc	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm lưu quang	2	11128	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm khắc 2 chữ Lưu Quang	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Hoàng đế ngô vương	2	11129	0	0	0	0	0	-100	1	32	3	200	0	0	Danh kiếm của hoàng đế cuối đời Ngô quốc Tôn Hạo	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm Mạnh Ðức	2	11130	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm khắc 2 chữ Mạnh Ðức	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm Tư Chiêu	2	11131	0	0	0	0	0	-100	1	32	3	200	0	0	Trên kiếm khắc 2 chữ Tư Chiêu	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm chấn sơn	2	11132	0	0	0	0	0	-100	1	32	3	200	0	0	Danh kiếm của hoàng đế cuối đời Thục quốc Lưu Thiền 	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Danh kiếm thanh hồng	2	11133	0	0	0	0	0	-100	1	32	3	200	0	0	Danh kiếm 1 đôi với Ỷ thiên kiếm	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Thiên long trảm	2	11134	0	0	0	0	0	-100	1	32	3	200	0	0	Vũ khí có thể hành động theo ý nghĩa của mình	0	0	0	1	8	0	0	0	0	0	0	0	0	0
Nghiêmthkiếm	2	11501	210	6	214	4	0	-100	1	6	3	20	0	6	Kiếm thuẫn bằng đá, độ cứng cao	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Trầmthuẫkiếm	2	11502	210	7	214	4	0	-100	1	7	3	25	0	7	Kiếm thiếc nhọn, phối hợp thuẫn	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm T.Thuẫn	2	11503	210	8	214	4	0	-100	1	8	3	30	0	8	Ðặc sắc là ở hộ thuẫn hình ba góc	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NhungThuẫnKiếm	2	11504	210	9	211	4	0	-100	1	9	3	35	0	9	Kiếm dài tùy thân của Khương Nhung	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Tuệthuẫnkiếm	2	11505	210	10	211	4	0	-100	1	10	3	40	0	10	Kiếm thuẫn bông lúa sáng bóng như vàng	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Võthuẫnkiếm	2	11506	210	11	211	5	0	-100	1	11	3	45	0	11	Vũ khí của binh sĩ Hoa Bắc Tịnh Châu	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm Lục Thuẫn	2	11507	210	12	211	5	0	-100	1	12	3	50	0	12	Thân kiếm ngắn và dày	0	0	0	0	8	0	0	0	0	0	0	0	0	0
TôngThuẫn Kiếm	2	11508	210	13	211	5	0	-100	1	13	3	55	0	13	Kiếm từ đời Chu truyền lại, công lẫn thủ	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Tháithuẫnkiếm	2	11509	210	14	211	5	0	-100	1	14	3	60	0	14	Kiếm thuẫn quét men màu tím	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Liệtthuẫnkiếm	2	11510	210	15	211	5	0	-100	1	15	3	65	0	15	Ðoạn kiếm có móc nhỏ nguy hiểm	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm Lao Thuẫn	2	11511	210	16	211	5	0	-100	1	16	3	70	0	16	Vũ khí của truyền nhân nước Lâm Ấp	0	0	0	0	8	0	0	0	0	0	0	0	0	0
túc thuẫn kiếm	2	11512	210	17	211	6	0	-100	1	17	3	75	0	17	chuôi kiếm có  viên ngọc tím , được Nhã Sĩ cất giữ kỹ càng	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Vănthuẫnkiếm	2	11513	210	18	211	6	0	-100	1	18	3	80	0	18	Binh khí mà Hàn Tín thu giữ	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Liệuthkiếm	2	11514	210	19	211	6	0	-100	1	19	3	85	0	19	Sử dụng kiếm này như thổi lửa	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm Tố Thuẫn	2	11515	210	20	211	6	0	-100	1	20	3	90	0	20	Kiếm có sát khí vô hạn	0	0	0	0	8	0	0	0	0	0	0	0	0	0
TrúcNguyênkiếm	2	11516	210	21	211	6	0	-100	1	21	3	93	0	21	Binh khí cực kỳ hiếm thầy, cực kỳ uy lực	0	0	0	0	8	0	0	0	0	0	0	0	0	0
LưuTthuẫnkiếm	2	11517	210	22	211	6	0	-100	1	22	3	96	0	22	Binh khí tấn công rất linh hoạt	0	0	0	0	8	0	0	0	0	0	0	0	0	0
TrúcNthuẫnkiếm	2	11518	210	23	211	6	0	-100	1	23	3	99	0	23	Binh khí hiếm thấy, rất có uy lực	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm Ð.Thuẫn 	2	11519	210	24	211	6	0	-100	1	24	3	102	0	24	Kiếm được Phổ Nguyên chế tạo	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Ngự Xuyên kiếm	2	11520	210	25	211	6	0	-100	1	25	3	105	0	25	Trên kiếm đều có khắc hình thác chảy	0	0	0	0	8	0	0	0	0	0	0	0	0	0
TruTthuẫnkiếm	2	11521	210	26	211	6	0	-100	1	26	3	108	0	26	Kiếm thuẫn lớn của khu Nãi LũngTây	0	0	0	0	8	0	0	0	0	0	0	0	0	0
HồiTthuẫnkiếm	2	11522	210	27	211	6	0	-100	1	27	3	111	0	27	Kiếm thuẫn được điêu khắc rất đẹp	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Kiếm T.TThuẫn	2	11523	210	28	211	6	0	-100	1	28	3	114	0	28	Vũ khí hiếm chế từ sợi vàng tiêu thuẫn	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Hồng Tàng kiếm	2	11524	210	29	211	6	0	-100	1	29	3	117	0	29	thuẫn kiếm thượng đẳng , ít có đối thủ	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Hoangthuẫnkiếm	2	11559	210	22	211	6	1	2	1	22	3	96	0	22	Thuẫn mang kiếm thích hợp cho hệ địa	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ÂmMthuẫn kiếm	2	11560	210	22	211	6	2	2	1	22	3	96	0	22	Thuẫn mang kiếm thích hợp cho hệ thủy	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NgụcMthuẫnkiếm	2	11561	210	22	211	6	3	2	1	22	3	96	0	22	Thuẫn mang kiếm thích hợp cho hệ hỏa	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Thươngthkiếm	2	11562	210	22	211	6	4	2	1	22	3	96	0	22	Thuẫn mang kiếm thích hợp cho hệ phong	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Ðào mộc kiếm	2	11563	211	10	207	100	0	-100	3	0	3	15	0	0	Kiếm gỗ dùng gỗ đào trăm năm chế thành	0	0	41	0	111	0	8	1	0	0	0	0	0	0
Kích Dương Thủ 	3	12001	210	2	0	0	0	-100	1	1	3	0	10	1	Binh khí nhiều công dụng,có thể đầu ném	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kích Bạch Diện 	3	12002	210	3	0	0	0	-100	1	2	3	3	20	2	Kích ngắn huấn luyện cho người mới học	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kích Tiểu Bo 	3	12003	210	4	0	0	0	-100	1	3	3	5	50	3	Kích nhỏ bằng sắt dài KHỏang 2 thước	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KíchBạchThiết	3	12004	210	5	0	0	0	-100	1	4	3	10	85	4	Loại kích ngắn được Phủ Thêm lớp sắt 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kích Chấn Ðịa 	3	12005	210	6	0	0	0	-100	1	5	3	15	145	5	Loại kích ngắn tiện lợi khi sử dụng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kích LuyệnThiết	3	12006	210	8	214	-1	0	-100	1	6	3	20	245	6	Kích sắt nhiều công dụng,dài 3 thước	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kích Trọng Lôi 	3	12007	210	9	214	-1	0	-100	1	7	3	25	420	7	Kích sắt Quân Sĩ đã hổ thông thường	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kích Tử quang 	3	12008	210	10	214	-1	0	-100	1	8	3	30	700	8	Uy lực rất lớn có thể Quét ngang Quân Ðịch	0	0	0	0	0	0	0	0	0	0	0	0	0	0
